description,address,type,price,size,bedrooms,bathrooms,parking_spaces,modo
"SCN Quadra 05 Bloco A, ASA NORTE, BRASILIA",,Aluguel Sala 33 m²,2.300,33 m²,,,,aluguel
"SQNW 106, NOROESTE, BRASILIA",,Aluguel Apartamento 76 m²,5.599,76 m²,2 Quartos,,,aluguel
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",,Aluguel Loja 100 m²,5.650,100 m²,,,,aluguel
"QND 44, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Casa 828 m²,10.000,828 m²,9 Quartos,,8 Vagas,aluguel
"Avenida Monumental, SETOR MEIRELES, SANTA MARIA",,Aluguel Loja 97 m²,3.300,97 m²,,,,aluguel
"SIA Trecho 3, SIA, SETOR INDUSTRIAL",,Aluguel Sala 87 m²,3.800,87 m²,,,3 Vagas,aluguel
"Avenida Comercial, TAQUARI, BRASILIA",,Aluguel Sala 5600 m²,36.770,5600 m²,,,,aluguel
"SIG Quadra 4, SIG, BRASILIA",,Aluguel Sala 110 m²,9.900,110 m²,,,1 Vaga,aluguel
"Condomínio Residencial Santa Mônica, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 377 m²,6.800,377 m²,4 Quartos,,3 Vagas,aluguel
"CNB 07 Lote 01, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 242 m²,7.200,242 m²,,,,aluguel
"EQN 102/103, ASA NORTE, BRASILIA",,Aluguel Loja 36 m²,4.974,36 m²,,,,aluguel
"SQNW 109, NOROESTE, BRASILIA",,Aluguel Apartamento 77 m²,6.500,77 m²,2 Quartos,,2 Vagas,aluguel
"SHTN Trecho 2 Lote 3, ASA NORTE, BRASILIA",,Aluguel Sala 25 m²,3.000,25 m²,,,1 Vaga,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,Aluguel Sala 58 m²,2.650,58 m²,,,,aluguel
"QN 407 Conjunto E, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Apartamento 30 m²,1.000,30 m²,1 Quarto,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,Aluguel Sala 66 m²,2.650,66 m²,,,,aluguel
"SGCV Lote 10, PARK SUL, BRASILIA",,Aluguel Kitnet 30 m²,2.800,30 m²,1 Quarto,,1 Vaga,aluguel
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 339 m²,12.400,339 m²,4 Quartos,,2 Vagas,aluguel
"SRES Quadra 10 Bloco A, VELHO, CRUZEIRO",,Aluguel Loja 73 m²,3.500,73 m²,,,,aluguel
"SGCV Lote 13, PARK SUL, BRASILIA",,Aluguel Apartamento 28 m²,3.200,28 m²,1 Quarto,,1 Vaga,aluguel
"SQS 210 Bloco E, ASA SUL, BRASILIA",,Aluguel Apartamento 130 m²,7.000,130 m²,4 Quartos,,,aluguel
"Avenida Parque Águas Claras, NORTE, AGUAS CLARAS",,Aluguel Apartamento 88 m²,3.300,88 m²,3 Quartos,,1 Vaga,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,Aluguel Sala 130 m²,4.332,130 m²,,,4 Vagas,aluguel
"SGAN 912 Módulo D, ASA NORTE, BRASILIA",,Aluguel Kitnet 25 m²,2.490,25 m²,1 Quarto,,1 Vaga,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 454 m²,35.000,454 m²,,,,aluguel
"CLN 309 Bloco A, ASA NORTE, BRASILIA",,Aluguel Loja 40 m²,1.700,40 m²,,,,aluguel
"CCSW 1, SUDOESTE, BRASILIA",,Aluguel Apartamento 26 m²,5.100,26 m²,1 Quarto,,1 Vaga,aluguel
"Rua 36, SUL, AGUAS CLARAS",,Aluguel Ponto Comercial 63 m²,6.000,63 m²,,,,aluguel
"QN 401, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Ponto Comercial 46 m²,2.070,46 m²,,,,aluguel
"Rua 20, GUARA II, GUARA",,Aluguel Loja 25 m²,1.100,25 m²,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,Aluguel Sala 58 m²,2.400,58 m²,,,,aluguel
"Quadra C 12, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Sala 216 m²,7.500,216 m²,,,,aluguel
"SGCV Lote 19, PARK SUL, BRASILIA",,Aluguel Apartamento 157 m²,14.900,157 m²,3 Quartos,,3 Vagas,aluguel
"QR 120 Conjunto 10, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 54 m²,1.400,54 m²,2 Quartos,,1 Vaga,aluguel
"Condomínio Estancia Quintas da Alvorada, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 330 m²,20.000,330 m²,4 Quartos,,3 Vagas,aluguel
"SQS 202, ASA SUL, BRASILIA",,Aluguel Apartamento 142 m²,7.200,142 m²,3 Quartos,,1 Vaga,aluguel
"Condomínio San Diego, JARDIM BOTANICO, BRASILIA",,Aluguel Sala 430 m²,12.000,430 m²,,,,aluguel
"SQS 407, ASA SUL, BRASILIA",,Aluguel Apartamento 78 m²,5.500,78 m²,3 Quartos,,,aluguel
"SHS Quadra 06 Blocos A AO F Lote 01, ASA SUL, BRASILIA",,Aluguel Sala 131 m²,15.200,131 m²,,,,aluguel
"SQN 211 Bloco J, ASA NORTE, BRASILIA",,Aluguel Apartamento 110 m²,7.000,110 m²,3 Quartos,,1 Vaga,aluguel
"SGCV Lote 13, PARK SUL, BRASILIA",,Aluguel Apartamento 28 m²,2.500,28 m²,1 Quarto,,1 Vaga,aluguel
"QR 418 Conjunto P, SANTA MARIA, SANTA MARIA",,Aluguel Apartamento 45 m²,900,45 m²,2 Quartos,,,aluguel
"SQNW 307 Bloco I, NOROESTE, BRASILIA",,Aluguel Apartamento 149 m²,8.500,149 m²,2 Quartos,,2 Vagas,aluguel
"Rua 13, NORTE, AGUAS CLARAS",,Aluguel Apartamento 33 m²,2.600,33 m²,1 Quarto,,1 Vaga,aluguel
"Condomínio Jardim Botânico V, JARDIM BOTANICO, BRASILIA",,Aluguel Casa 250 m²,5.750,250 m²,3 Quartos,,4 Vagas,aluguel
"QC 12 Praça 5, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Loja 220 m²,20.300,220 m²,,,,aluguel
"QC 12 Praça 5, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Loja 106 m²,3.800,106 m²,,,,aluguel
"QR 418 Conjunto O, SANTA MARIA, SANTA MARIA",,Aluguel Apartamento 50 m²,900,50 m²,2 Quartos,,,aluguel
"SHIS QI 11, LAGO SUL, BRASILIA",,Aluguel Sala 35 m²,1.800,35 m²,,,,aluguel
"QNM 34 Área Especial 1, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 33 m²,1.350,33 m²,,,,aluguel
"Quadra 1 Conjunto 4, SAO BARTOLOMEU, SAO SEBASTIAO",,Aluguel Apartamento 30 m²,1.300,30 m²,1 Quarto,,,aluguel
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",,Aluguel Loja 340 m²,12.500,340 m²,,,2 Vagas,aluguel
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Sala 29 m²,1.982,29 m²,,,1 Vaga,aluguel
"SCRN 706/707 Bloco A, ASA NORTE, BRASILIA",,Aluguel Sala 41 m²,3.200,41 m²,,,,aluguel
"Rua 36, SUL, AGUAS CLARAS",,Aluguel Loja 55 m²,6.000,55 m²,,,,aluguel
"CLN 113 Bloco D, ASA NORTE, BRASILIA",,Aluguel Loja 700 m²,100,700 m²,,,,aluguel
"Condomínio Quintas da Alvorada, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 612 m²,10.990,612 m²,5 Quartos,,3 Vagas,aluguel
"STN, ASA NORTE, BRASILIA",,Aluguel Kitnet 26 m²,1.750,26 m²,1 Quarto,,1 Vaga,aluguel
"QC 12 Praça 5, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Loja 220 m²,16.600,220 m²,,,,aluguel
"Avenida Monumental, SETOR MEIRELES, SANTA MARIA",,Aluguel Loja 390 m²,9.900,390 m²,,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,Aluguel Sala 37 m²,1.906,37 m²,,,1 Vaga,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,Aluguel Sala 37 m²,1.703,37 m²,,,1 Vaga,aluguel
"SCN Quadra 1 Bloco G, ASA NORTE, BRASILIA",,Aluguel Sala 95 m²,6.192,95 m²,,,,aluguel
"Quadra C 12, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Loja 176 m²,7.500,176 m²,,,,aluguel
"SQS 104, ASA SUL, BRASILIA",,Aluguel Apartamento 153 m²,12.000,153 m²,4 Quartos,,2 Vagas,aluguel
"SOF SUL Quadra 15 Conjunto A, SOF SUL, SETOR INDUSTRIAL",,Aluguel Apartamento 64 m²,4.000,64 m²,2 Quartos,,1 Vaga,aluguel
"SHIS QL 26 Conjunto 4, LAGO SUL, BRASILIA",,Aluguel Casa 760 m²,18.500,760 m²,7 Quartos,,3 Vagas,aluguel
"QR 521 Conjunto 5, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 150 m²,1.859,150 m²,3 Quartos,,2 Vagas,aluguel
"QI 27 Lote 10, GUARA II, GUARA",,Aluguel Apartamento 70 m²,2.750,70 m²,3 Quartos,,1 Vaga,aluguel
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",,Aluguel Sala 33 m²,1.000,33 m²,,,,aluguel
"SQN 316 Bloco K, ASA NORTE, BRASILIA",,Aluguel Apartamento 40 m²,4.100,40 m²,1 Quarto,,,aluguel
"SHS Quadra 06 Conjunto A Bloco E, ASA SUL, BRASILIA",,Aluguel Sala 33 m²,3.308,33 m²,,,,aluguel
"SHIS QI 21 Bloco E, LAGO SUL, BRASILIA",,Aluguel Sala 237 m²,13.990,237 m²,,,,aluguel
"SGCV, PARK SUL, BRASILIA",,Aluguel Ponto Comercial 1490 m²,89.400,1490 m²,,,,aluguel
"SIG Quadra 1, SIG, BRASILIA",,Aluguel Sala 36 m²,1.800,36 m²,,,1 Vaga,aluguel
"Alameda das Acácias Quadra 107, NORTE, AGUAS CLARAS",,Aluguel Apartamento 90 m²,3.500,90 m²,3 Quartos,,2 Vagas,aluguel
"SETOR DE POSTOS E MOTEIS SUL I, SETOR DE POSTOS E MOTEIS SUL, NUCLEO BANDEIRANTE",,Aluguel Loja 25 m²,2.500,25 m²,,,,aluguel
"CLSW 304 Bloco A, SUDOESTE, BRASILIA",,Aluguel Kitnet 30 m²,1.300,30 m²,1 Quarto,,,aluguel
"Condomínio Residencial Santa Mônica, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 400 m²,25.000,400 m²,5 Quartos,,2 Vagas,aluguel
"SBS Quadra 2, ASA SUL, BRASILIA",,Aluguel Loja 44 m²,990,44 m²,,,,aluguel
"SGCV Lote 27, PARK SUL, BRASILIA",,Aluguel Apartamento 622 m²,20.000,622 m²,4 Quartos,,5 Vagas,aluguel
"CLSW 105, SUDOESTE, BRASILIA",,Aluguel Sala 67 m²,6.000,67 m²,,,,aluguel
"SEPN 513 Bloco D Lote 04/05, ASA NORTE, BRASILIA",,Aluguel Sala 293 m²,14.700,293 m²,,,,aluguel
"SHIS QI 26, LAGO SUL, BRASILIA",,Aluguel Casa 400 m²,18.000,400 m²,2 Quartos,,2 Vagas,aluguel
"SIA Trecho 2, SIA, SETOR INDUSTRIAL",,Aluguel Sala 540 m²,9.000,540 m²,,,,aluguel
"SRTVS, ASA SUL, BRASILIA",,Aluguel Sala 90 m²,4.300,90 m²,,,2 Vagas,aluguel
"SCRN 502 Bloco B, ASA NORTE, BRASILIA",,Aluguel Loja 375 m²,15.000,375 m²,,,,aluguel
"SCRN 502 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 375 m²,10.000,375 m²,,,,aluguel
"Rua 37, SUL, AGUAS CLARAS",,Aluguel Apartamento 55 m²,3.200,55 m²,2 Quartos,,1 Vaga,aluguel
"SQS 315 Bloco I, ASA SUL, BRASILIA",,Aluguel Apartamento 140 m²,5.500,140 m²,3 Quartos,,1 Vaga,aluguel
"CLN 204 Bloco C, ASA NORTE, BRASILIA",,Aluguel Loja 669 m²,20.000,669 m²,,,,aluguel
"STN Bloco M, ASA NORTE, BRASILIA",,Aluguel Sala 24 m²,700,24 m²,,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,Aluguel Sala 43 m²,1.987,43 m²,,,1 Vaga,aluguel
"QE 38 Bloco S/N, GUARA II, GUARA",,Aluguel Ponto Comercial 45 m²,1.180,45 m²,,,,aluguel
"Quadra 502 Conjunto 2, ITAPOA PARQUE, PARANOA",,Aluguel Apartamento 50 m²,1.000,50 m²,2 Quartos,,1 Vaga,aluguel
"Avenida São Sebastião, CENTRO, SAO SEBASTIAO",,Aluguel Sala 29 m²,990,29 m²,1 Quarto,,,aluguel
"SIG Quadra 1, SIG, BRASILIA",,Aluguel Prédio 913 m²,80.000,913 m²,,,,aluguel
"EQS 114/115, ASA SUL, BRASILIA",,Aluguel Sala 34 m²,3.200,34 m²,,,,aluguel
"SEPN 514, ASA NORTE, BRASILIA",,Aluguel Sala 11366 m²,530.000,11366 m²,,,,aluguel
"QE 40, GUARA II, GUARA",,Aluguel Loja 198 m²,4.000,198 m²,,,,aluguel
"CLN 413 Bloco D, ASA NORTE, BRASILIA",,Aluguel Sala 21 m²,1.496,21 m²,,,,aluguel
"RODOVIA DF 0250 KM 1,5, REGIAO DOS LAGOS, SOBRADINHO",,Aluguel Casa 120 m²,2.400,120 m²,1 Quarto,,4 Vagas,aluguel
"SQS 312 Bloco D, ASA SUL, BRASILIA",,Aluguel Apartamento 173 m²,9.000,173 m²,3 Quartos,,1 Vaga,aluguel
"QR 4 Conjunto A, CANDANGOLANDIA, CANDANGOLANDIA",,Aluguel Apartamento 60 m²,1.500,60 m²,2 Quartos,,,aluguel
"SMAS Trecho, PARK SUL, BRASILIA",,Aluguel Sala 312 m²,25.000,312 m²,,,7 Vagas,aluguel
"Quadra 502 Conjunto 1, ITAPOA PARQUE, PARANOA",,Aluguel Apartamento 46 m²,1.000,46 m²,2 Quartos,,,aluguel
"Área Especial 02 Módulo A, GUARA II, GUARA",,Aluguel Apartamento 56 m²,3.400,56 m²,2 Quartos,,1 Vaga,aluguel
"SCRN 502 Bloco B, ASA NORTE, BRASILIA",,Aluguel Prédio 2250 m²,60.000,2250 m²,,,,aluguel
"CSG 3, TAGUATINGA SUL, TAGUATINGA",,Aluguel Apartamento 52 m²,2.700,52 m²,2 Quartos,,1 Vaga,aluguel
"Condomínio Ouro Vermelho I, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 176 m²,4.000,176 m²,2 Quartos,,5 Vagas,aluguel
"Quadra 32, SETOR OESTE, GAMA",,Aluguel Casa 275 m²,5.000,275 m²,9 Quartos,,3 Vagas,aluguel
"QE 20 Conjunto N, GUARA I, GUARA",,Aluguel Kitnet 30 m²,950,30 m²,1 Quarto,,,aluguel
"SCN Quadra 1, ASA NORTE, BRASILIA",,Aluguel Sala 44 m²,2.900,44 m²,,,,aluguel
"QE 15 Conjunto Q, GUARA II, GUARA",,Aluguel Casa 120 m²,6.000,120 m²,4 Quartos,,4 Vagas,aluguel
"SRTVN Bloco C Conjunto, ASA NORTE, BRASILIA",,Aluguel Sala 60 m²,2.600,60 m²,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,Aluguel Sala 293 m²,15.500,293 m²,,,,aluguel
"SGAN 607, ASA NORTE, BRASILIA",,Aluguel Sala 29 m²,1.500,29 m²,,,1 Vaga,aluguel
"CCSW 3 Lote 1 Bloco B, SUDOESTE, BRASILIA",,Aluguel Apartamento 72 m²,4.100,72 m²,2 Quartos,,1 Vaga,aluguel
"SOF SUL Quadra 12 Conjunto B, SOF SUL, SETOR INDUSTRIAL",,Aluguel Loja 120 m²,2.400,120 m²,,,,aluguel
"SQS 313, ASA SUL, BRASILIA",,Aluguel Apartamento 209 m²,11.000,209 m²,4 Quartos,,4 Vagas,aluguel
"SETOR DE POSTOS E MOTEIS SUL I, SETOR DE POSTOS E MOTEIS SUL, NUCLEO BANDEIRANTE",,Aluguel Loja 43 m²,4.100,43 m²,,,,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,Aluguel Sala 69 m²,3.260,69 m²,,,,aluguel
"Quadra C 10, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Loja 430 m²,10.000,430 m²,2 Quartos,,,aluguel
"SCN Quadra 05 Bloco A, ASA NORTE, BRASILIA",,Aluguel Sala 162 m²,9.900,162 m²,,,1 Vaga,aluguel
"SHLN Bloco L Lote 12, ASA NORTE, BRASILIA",,Aluguel Ponto Comercial 30 m²,1.500,30 m²,,,,aluguel
"QS 3, AREAL, AGUAS CLARAS",,Aluguel Loja 70 m²,4.500,70 m²,,,,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,Aluguel Sala 26 m²,580,26 m²,,,,aluguel
"SHS Quadra 4, ASA SUL, BRASILIA",,Aluguel Sala 400 m²,40.000,400 m²,,,7 Vagas,aluguel
"SQNW 108 Bloco I, NOROESTE, BRASILIA",,Aluguel Apartamento 77 m²,5.200,77 m²,2 Quartos,,1 Vaga,aluguel
"CLN 309 Bloco C, ASA NORTE, BRASILIA",,Aluguel Sala 27 m²,890,27 m²,,,,aluguel
"Rua 25, SUL, AGUAS CLARAS",,Aluguel Apartamento 60 m²,2.200,60 m²,2 Quartos,,1 Vaga,aluguel
"SHLS, ASA SUL, BRASILIA",,Aluguel Sala 59 m²,2.200,59 m²,,,,aluguel
"Rua 36, SUL, AGUAS CLARAS",,Aluguel Ponto Comercial 345 m²,10.000,345 m²,,,,aluguel
"SCN Quadra 1, ASA NORTE, BRASILIA",,Aluguel Sala 76 m²,4.950,76 m²,,,,aluguel
"SHTN Trecho 1, ASA NORTE, BRASILIA",,Aluguel Apartamento 53 m²,6.941,53 m²,1 Quarto,,1 Vaga,aluguel
"Quadra 204, SUL, AGUAS CLARAS",,Aluguel Apartamento 70 m²,2.500,70 m²,1 Quarto,,1 Vaga,aluguel
"SCRN 712/713 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 200 m²,8.000,200 m²,,,,aluguel
"SGCV, PARK SUL, BRASILIA",,Aluguel Apartamento 78 m²,4.500,78 m²,3 Quartos,,2 Vagas,aluguel
"Rua 12, NORTE, AGUAS CLARAS",,Aluguel Apartamento 70 m²,2.300,70 m²,3 Quartos,,1 Vaga,aluguel
"CA 08, LAGO NORTE, BRASILIA",,Aluguel Kitnet 27 m²,1.550,27 m²,1 Quarto,,1 Vaga,aluguel
"Quadra C 12, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Sala 944 m²,70.000,944 m²,,,,aluguel
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Sala 29 m²,2.033,29 m²,,,1 Vaga,aluguel
"Rua 18, NORTE, AGUAS CLARAS",,Aluguel Apartamento 58 m²,1.990,58 m²,1 Quarto,,1 Vaga,aluguel
"SEPS 713/913, ASA SUL, BRASILIA",,Aluguel Apartamento 35 m²,3.700,35 m²,1 Quarto,,1 Vaga,aluguel
"AREA RURAL, SOBRADINHO, SOBRADINHO",,"Aluguel Rural 20,00 ha",3.000,,,,,aluguel
"Quadra 104, NORTE, AGUAS CLARAS",,Aluguel Apartamento 102 m²,3.900,102 m²,3 Quartos,,2 Vagas,aluguel
"QNG 19, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Casa 160 m²,1.350,160 m²,2 Quartos,,1 Vaga,aluguel
"Quadra 210, SUL, AGUAS CLARAS",,Aluguel Apartamento 50 m²,2.700,50 m²,1 Quarto,,1 Vaga,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,Aluguel Loja 58 m²,2.650,58 m²,,,,aluguel
"STRC Trecho 1 Conjunto B, SETOR INDUSTRIAL, GUARA",,Aluguel Ponto Comercial 5000 m²,120.000,5000 m²,,,40 Vagas,aluguel
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Loja 390 m²,5.500,390 m²,,,,aluguel
"Área Especial 4 LoteS G/H, GUARA II, GUARA",,Aluguel Apartamento 87 m²,4.300,87 m²,3 Quartos,,1 Vaga,aluguel
"SQN 403, ASA NORTE, BRASILIA",,Aluguel Apartamento 80 m²,4.500,80 m²,2 Quartos,,,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 65 m²,5.100,65 m²,,,,aluguel
"Chacará 36, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,Aluguel Lote/Terreno/Área 1200 m²,7.700,1200 m²,,,,aluguel
"CLN 413 Bloco A, ASA NORTE, BRASILIA",,Aluguel Loja 26 m²,650,26 m²,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,Aluguel Sala 66 m²,2.650,66 m²,,,,aluguel
"CA 05, LAGO NORTE, BRASILIA",,Aluguel Loja 65 m²,3.800,65 m²,,,,aluguel
"Quadra 101, NORTE, AGUAS CLARAS",,Aluguel Apartamento 30 m²,1.800,30 m²,1 Quarto,,,aluguel
"SCLRN 714 Bloco H, ASA NORTE, BRASILIA",,Aluguel Apartamento 32 m²,1.200,32 m²,1 Quarto,,,aluguel
"Rua DAS CARNAUBAS, NORTE, AGUAS CLARAS",,Aluguel Apartamento 30 m²,1.350,30 m²,1 Quarto,,1 Vaga,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,Aluguel Sala 20 m²,1.000,20 m²,,,,aluguel
"SHTN Trecho 2, ASA NORTE, BRASILIA",,Aluguel Loja 900 m²,35.000,900 m²,,,,aluguel
"SQN 202 Bloco A, ASA NORTE, BRASILIA",,Aluguel Apartamento 160 m²,8.900,160 m²,3 Quartos,,1 Vaga,aluguel
"QNM 34 Área Especial 1, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 35 m²,1.420,35 m²,,,,aluguel
"QNA 17, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 377 m²,6.500,377 m²,,,,aluguel
"Rua 3, NORTE, AGUAS CLARAS",,Aluguel Apartamento 39 m²,1.700,39 m²,1 Quarto,,1 Vaga,aluguel
"SHIS QI 15 Chacarás 49 A 56, LAGO SUL, BRASILIA",,Aluguel Casa Condominio 600 m²,20.000,600 m²,5 Quartos,,4 Vagas,aluguel
"SQSW 304 Bloco H, SUDOESTE, BRASILIA",,Aluguel Apartamento 93 m²,4.500,93 m²,3 Quartos,,1 Vaga,aluguel
"CLN 113 Bloco D, ASA NORTE, BRASILIA",,Aluguel Loja 55 m²,2.400,55 m²,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,Aluguel Sala 66 m²,2.650,66 m²,,,,aluguel
"EQNO 9/11 Bloco A, CEILANDIA NORTE, CEILANDIA",,Aluguel Apartamento 30 m²,800,30 m²,1 Quarto,,,aluguel
"Rua 12 Chacará 149/1, VICENTE PIRES, VICENTE PIRES",,Aluguel Lote/Terreno/Área 450 m²,9.000,450 m²,,,,aluguel
"SETOR DE POSTOS E MOTEIS SUL I, SETOR DE POSTOS E MOTEIS SUL, NUCLEO BANDEIRANTE",,Aluguel Loja 35 m²,3.200,35 m²,,,,aluguel
"SHTN, ASA NORTE, BRASILIA",,Aluguel Apartamento 37 m²,4.100,37 m²,1 Quarto,,1 Vaga,aluguel
"Condomínio Resid Maxximo Garden, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 353 m²,16.500,353 m²,4 Quartos,,2 Vagas,aluguel
"Rua 19, SUL, AGUAS CLARAS",,Aluguel Apartamento 75 m²,3.500,75 m²,2 Quartos,,,aluguel
"SCRN 502 Bloco B, ASA NORTE, BRASILIA",,Aluguel Loja 750 m²,25.000,750 m²,,,,aluguel
"SGAS 910, ASA SUL, BRASILIA",,Aluguel Sala 27 m²,600,27 m²,,,,aluguel
"Condomínio Solar de Athenas, GRANDE COLORADO, SOBRADINHO",,Aluguel Loja 55 m²,700,55 m²,,,,aluguel
"Rua COPAIBA, NORTE, AGUAS CLARAS",,Aluguel Apartamento 34 m²,2.000,34 m²,1 Quarto,,,aluguel
"SCRN 712/713 Bloco B, ASA NORTE, BRASILIA",,Aluguel Kitnet 39 m²,1.800,39 m²,1 Quarto,,,aluguel
"EQN 102/103, ASA NORTE, BRASILIA",,Aluguel Loja 1267 m²,57.019,1267 m²,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,Aluguel Sala 299 m²,13.600,299 m²,,,,aluguel
"SQNW 107 Bloco G, NOROESTE, BRASILIA",,Aluguel Apartamento 217 m²,23.000,217 m²,3 Quartos,,4 Vagas,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,Aluguel Sala 39 m²,1.805,39 m²,,,1 Vaga,aluguel
"QI 25 Bloco A AO O Lote 05/17, GUARA II, GUARA",,Aluguel Apartamento 97 m²,2.800,97 m²,3 Quartos,,1 Vaga,aluguel
"SHIS QI 28 Chacará s 1 a 6, LAGO SUL, BRASILIA",,Aluguel Casa 200 m²,13.000,200 m²,3 Quartos,,2 Vagas,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,Aluguel Sala 34 m²,1.400,34 m²,,,1 Vaga,aluguel
"SAUS Quadra 4, ASA SUL, BRASILIA",,Aluguel Loja 42 m²,2.600,42 m²,,,,aluguel
"Praça dos Tribunais Superiores, ASA SUL, BRASILIA",,Aluguel Prédio 2597 m²,210.000,2597 m²,,,50 Vagas,aluguel
"Quadra 08, JARDIM BOTANICO, BRASILIA",,Aluguel Casa 475 m²,13.000,475 m²,4 Quartos,,6 Vagas,aluguel
"Rua 24, SUL, AGUAS CLARAS",,Aluguel Apartamento 54 m²,2.700,54 m²,2 Quartos,,1 Vaga,aluguel
"CLS 207, ASA SUL, BRASILIA",,Aluguel Loja 106 m²,4.800,106 m²,,,,aluguel
"SIG Quadra 4, SIG, BRASILIA",,Aluguel Sala 110 m²,9.900,110 m²,,,1 Vaga,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 81 m²,3.600,81 m²,,,,aluguel
"SHTN, ASA NORTE, BRASILIA",,Aluguel Apartamento 30 m²,3.700,30 m²,1 Quarto,,1 Vaga,aluguel
"EQS 414/415, ASA SUL, BRASILIA",,Aluguel Casa 430 m²,7.500,430 m²,4 Quartos,,7 Vagas,aluguel
"CLN 309 Bloco C, ASA NORTE, BRASILIA",,Aluguel Loja 32 m²,1.100,32 m²,,,,aluguel
"QN 106, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 43 m²,1.000,43 m²,2 Quartos,,,aluguel
"SAAN Quadra 2, SAAN, SETOR INDUSTRIAL",,Aluguel Sala 50 m²,990,50 m²,,,,aluguel
"QN 312 Conjunto 7, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Kitnet 28 m²,1.200,28 m²,1 Quarto,,,aluguel
"SHCES Quadra 1505 Bloco D, NOVO, CRUZEIRO",,Aluguel Apartamento 66 m²,2.500,66 m²,3 Quartos,,,aluguel
"QI 33 Lote 5, GUARA II, GUARA",,Aluguel Apartamento 89 m²,4.000,89 m²,3 Quartos,,1 Vaga,aluguel
"Quadra 302 Conjunto 3, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Loja 80 m²,3.200,80 m²,,,,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,Aluguel Sala 27 m²,800,27 m²,,,,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,Aluguel Sala 60 m²,2.820,60 m²,,,,aluguel
