description,address,type,price,size,bedrooms,bathrooms,parking_spaces,modo
"SGAS 910, ASA SUL, BRASILIA",,Aluguel Sala 28 m²,1.200,28 m²,,,,aluguel
"SGAS 910, ASA SUL, BRASILIA",,Aluguel Sala 26 m²,850,26 m²,,,,aluguel
"Área Especial 01, SETOR NORTE, BRAZLANDIA",,Aluguel Ponto Comercial 1000 m²,400,1000 m²,,,20 Vagas,aluguel
"SCS QUADRA 01 BLOCO M LOTE 30, ASA SUL, BRASILIA",,Aluguel Sala 27 m²,250,27 m²,,,,aluguel
"QE 40, GUARA II, GUARA",,Aluguel Kitnet 47 m²,800,47 m²,1 Quarto,,,aluguel
"Avenida Jacarandá, SUL, AGUAS CLARAS",,Aluguel Ponto Comercial 12 m²,220,12 m²,,,,aluguel
"SHLN, ASA NORTE, BRASILIA",,Aluguel Loja 52 m²,1.490,52 m²,,,,aluguel
"AOS 02/8, OCTOGONAL, BRASILIA",,Aluguel Sala 74 m²,3.200,74 m²,,,,aluguel
"SHN Quadra 1, ASA NORTE, BRASILIA",,Aluguel Apartamento 40 m²,3.100,40 m²,1 Quarto,,1 Vaga,aluguel
"Quadra C 9, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Loja 42 m²,4.000,42 m²,,,,aluguel
"SEPN 514, ASA NORTE, BRASILIA",,Aluguel Prédio 9596 m²,700.000,9596 m²,,,,aluguel
"SEPS 714/914, ASA SUL, BRASILIA",,Aluguel Sala 30 m²,900,30 m²,,,,aluguel
"SQS 213 Bloco A, ASA SUL, BRASILIA",,Aluguel Apartamento 174 m²,7.600,174 m²,3 Quartos,,1 Vaga,aluguel
"QS 118 Conjunto 3, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 50 m²,1.350,50 m²,2 Quartos,,1 Vaga,aluguel
"SCS Quadra 1, ASA SUL, BRASILIA",,Aluguel Sala 24 m²,700,24 m²,,,,aluguel
"SRTVS, ASA SUL, BRASILIA",,Aluguel Sala 38 m²,700,38 m²,,,1 Vaga,aluguel
"CRS 513 Bloco B, ASA SUL, BRASILIA",,Aluguel Sala 20 m²,500,20 m²,,,,aluguel
"QI 8, SETOR INDUSTRIAL, TAGUATINGA",,Aluguel Lote/Terreno/Área 4200 m²,25.000,4200 m²,,,,aluguel
"Rua 28, NORTE, AGUAS CLARAS",,Aluguel Apartamento 105 m²,4.000,105 m²,2 Quartos,,1 Vaga,aluguel
"CLNW 2/3 Lote F, NOROESTE, BRASILIA",,Aluguel Loja 48 m²,7.000,48 m²,,,1 Vaga,aluguel
"Rua 19, NORTE, AGUAS CLARAS",,Aluguel Sala 45 m²,3.900,45 m²,,,,aluguel
"SQNW 107, NOROESTE, BRASILIA",,Aluguel Apartamento 215 m²,10.500,215 m²,3 Quartos,,3 Vagas,aluguel
"SEPN 509, ASA NORTE, BRASILIA",,Aluguel Sala 35 m²,600,35 m²,,,1 Vaga,aluguel
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Sala 29 m²,1.945,29 m²,,,1 Vaga,aluguel
"SIAQuadra 4 C, SIA, SETOR INDUSTRIAL",,Aluguel Sala 49 m²,2.200,49 m²,,,,aluguel
"SHIS QI 9 Bloco A, LAGO SUL, BRASILIA",,Aluguel Loja 74 m²,8.000,74 m²,,,,aluguel
"SHN Quadra 2, ASA NORTE, BRASILIA",,Aluguel Sala 71 m²,3.550,71 m²,,,1 Vaga,aluguel
"SQS 211, ASA SUL, BRASILIA",,Aluguel Apartamento 140 m²,8.800,140 m²,2 Quartos,,1 Vaga,aluguel
"SGCV Lote 11, PARK SUL, BRASILIA",,Aluguel Kitnet 27 m²,1.700,27 m²,1 Quarto,,1 Vaga,aluguel
"Praça de Atividades 1, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Loja 225 m²,15.000,225 m²,,,,aluguel
"SHIS QL 12, LAGO SUL, BRASILIA",,Aluguel Casa 1087 m²,60.000,1087 m²,17 Quartos,,30 Vagas,aluguel
"Rua 18, NORTE, AGUAS CLARAS",,Aluguel Apartamento 57 m²,2.500,57 m²,2 Quartos,,,aluguel
"SQSW 302 Bloco D, SUDOESTE, BRASILIA",,Aluguel Apartamento 66 m²,4.200,66 m²,2 Quartos,,1 Vaga,aluguel
"CLN 305 Bloco B, ASA NORTE, BRASILIA",,Aluguel Kitnet 41 m²,1.500,41 m²,1 Quarto,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,Aluguel Sala 23 m²,1.100,23 m²,,,,aluguel
"QS 1 Rua 210, AREAL, AGUAS CLARAS",,Aluguel Loja 116 m²,4.000,116 m²,,,,aluguel
"SEPN 513 Bloco D Lote 04/05, ASA NORTE, BRASILIA",,Aluguel Sala 1938 m²,88.000,1938 m²,,,,aluguel
"QI 9 Conjunto B, GUARA I, GUARA",,Aluguel Loja 50 m²,2.800,50 m²,,,,aluguel
"Rua 15, GUARA II, GUARA",,Aluguel Loja 200 m²,2.500,200 m²,,,,aluguel
"SCRN 702/703 Bloco B, ASA NORTE, BRASILIA",,Aluguel Kitnet 35 m²,1.600,35 m²,1 Quarto,,,aluguel
"SGCV, PARK SUL, BRASILIA",,Aluguel Apartamento 26 m²,2.200,26 m²,1 Quarto,,1 Vaga,aluguel
"SAAN Quadra 1, SAAN, SETOR INDUSTRIAL",,Aluguel Galpão 1000 m²,15.000,1000 m²,,,6 Vagas,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,Aluguel Sala 25 m²,900,25 m²,,,,aluguel
"Condomínio Jardim Europa II, GRANDE COLORADO, SOBRADINHO",,Aluguel Apartamento 50 m²,1.300,50 m²,2 Quartos,,,aluguel
"CNF 1, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 40 m²,900,40 m²,,,,aluguel
"Condomínio Residencial Santa Mônica, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 204 m²,6.200,204 m²,3 Quartos,,2 Vagas,aluguel
"QNL 30 Conjunto C, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Casa 100 m²,1.400,100 m²,2 Quartos,,1 Vaga,aluguel
"SGAS 910, ASA SUL, BRASILIA",,Aluguel Sala 25 m²,950,25 m²,,,,aluguel
"SQSW 305 Bloco M, SUDOESTE, BRASILIA",,Aluguel Apartamento 170 m²,8.500,170 m²,4 Quartos,,2 Vagas,aluguel
"QNM 17 Conjunto A, CEILANDIA SUL, CEILANDIA",,Aluguel Loja 50 m²,3.500,50 m²,,,,aluguel
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,Aluguel Loja 49 m²,9.330,49 m²,,,,aluguel
"EPTG QE 2 Lote 1, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,Aluguel Apartamento 31 m²,1.500,31 m²,1 Quarto,,,aluguel
"ADE Conjunto 01, ADE, AGUAS CLARAS",,Aluguel Prédio 250 m²,20.000,250 m²,,,,aluguel
"AVENIDA CENTRAL, CRUZEIRO DO SUL, VALPARAISO DE GOIAS",,Aluguel Apartamento 50 m²,800,50 m²,2 Quartos,,1 Vaga,aluguel
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",,Aluguel Sala 32 m²,800,32 m²,,,,aluguel
"QNA 16, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 460 m²,11.500,460 m²,,,5 Vagas,aluguel
"SQSW 300 Bloco L, SUDOESTE, BRASILIA",,Aluguel Apartamento 180 m²,16.000,180 m²,4 Quartos,,2 Vagas,aluguel
"SCS Quadra 01 Bloco G Lote 30, ASA SUL, BRASILIA",,Aluguel Sala 76 m²,1.200,76 m²,,,,aluguel
"SDS Bloco A Lote 44, ASA SUL, BRASILIA",,Aluguel Loja 43 m²,2.000,43 m²,,,,aluguel
"SGAS 915, ASA SUL, BRASILIA",,Aluguel Sala 36 m²,1.500,36 m²,,,1 Vaga,aluguel
"SHIS QI 19 Bloco C, LAGO SUL, BRASILIA",,Aluguel Loja 183 m²,12.000,183 m²,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 779 m²,43.644,779 m²,,,14 Vagas,aluguel
"QNA 16, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 460 m²,12.000,460 m²,,,,aluguel
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",,Aluguel Sala 36 m²,2.485,36 m²,,,1 Vaga,aluguel
"SIG Quadra 3, SIG, BRASILIA",,Aluguel Kitnet 24 m²,1.150,24 m²,1 Quarto,,,aluguel
"QS 1 Rua 210, AREAL, AGUAS CLARAS",,Aluguel Loja 79 m²,2.750,79 m²,,,,aluguel
"Rua 10, MORADA NOBRE, VALPARAISO DE GOIAS",,Aluguel Ponto Comercial 300 m²,4.500,300 m²,,,,aluguel
"SCS Quadra 01 Bloco M Lote 30, ASA SUL, BRASILIA",,Aluguel Sala 56 m²,700,56 m²,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,Aluguel Sala 66 m²,2.000,66 m²,1 Quarto,,,aluguel
"Setor D Sul, TAGUATINGA SUL, TAGUATINGA",,Aluguel Loja 500 m²,25.000,500 m²,,,,aluguel
"Quadra 3 Rua C, SETOR INDUSTRIAL, SOBRADINHO",,Aluguel Galpão 1500 m²,20.000,1500 m²,,,20 Vagas,aluguel
"SRTVS Bloco E LoteS 2/4, ASA SUL, BRASILIA",,Aluguel Sala 32 m²,860,32 m²,,,,aluguel
"Rua 20, SUL, AGUAS CLARAS",,Aluguel Apartamento 121 m²,3.400,121 m²,3 Quartos,,1 Vaga,aluguel
"QNM 17 Conjunto A, CEILANDIA SUL, CEILANDIA",,Aluguel Loja 1000 m²,40.000,1000 m²,,,,aluguel
"QN 7F Conjunto 5, RIACHO FUNDO II, RIACHO FUNDO",,Aluguel Casa 80 m²,1.500,80 m²,3 Quartos,,1 Vaga,aluguel
"QSA 11, TAGUATINGA SUL, TAGUATINGA",,Aluguel Sala 168 m²,3.800,168 m²,,,,aluguel
"SEPS 707/907, ASA SUL, BRASILIA",,Aluguel Sala 196 m²,21.589,196 m²,,,,aluguel
"CLN 410 Bloco C, ASA NORTE, BRASILIA",,Aluguel Apartamento 35 m²,1.300,35 m²,1 Quarto,,,aluguel
"Residencial 1 Quadra K, ALPHAVILLE BRASILIA, ALPHAVILLE",,Aluguel Casa 360 m²,7.000,360 m²,4 Quartos,,4 Vagas,aluguel
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",,Aluguel Sala 110 m²,1.900,110 m²,,,,aluguel
"Rua ARARIBA, SUL, AGUAS CLARAS",,Aluguel Sala 33 m²,3.500,33 m²,,,1 Vaga,aluguel
"Quadra 2, SETOR INDUSTRIAL, GAMA",,Aluguel Galpão 1500 m²,30.000,1500 m²,,,20 Vagas,aluguel
"Quadra 5 Comércio Local 15, SOBRADINHO, SOBRADINHO",,Aluguel Apartamento 65 m²,1.600,65 m²,1 Quarto,,,aluguel
"SRTVS Bloco E LoteS 1/3, ASA SUL, BRASILIA",,Aluguel Sala 33 m²,1.100,33 m²,,,,aluguel
"SQS 410 Bloco T, ASA SUL, BRASILIA",,Aluguel Apartamento 88 m²,3.800,88 m²,3 Quartos,,,aluguel
"Quadra Quadra 03, PARQUE ESPLANADA III, VALPARAISO DE GOIAS",,Aluguel Ponto Comercial 360 m²,7.000,360 m²,,,,aluguel
"Rua DAS PITANGUEIRAS, SUL, AGUAS CLARAS",,Aluguel Apartamento 82 m²,4.000,82 m²,3 Quartos,,1 Vaga,aluguel
"SGAN 911, ASA NORTE, BRASILIA",,Aluguel Kitnet 25 m²,1.400,25 m²,1 Quarto,,1 Vaga,aluguel
"Rua 33, NORTE, AGUAS CLARAS",,Aluguel Loja 122 m²,7.500,122 m²,,,,aluguel
"SHTN Trecho 2 Lote 3, ASA NORTE, BRASILIA",,Aluguel Apartamento 24 m²,2.600,24 m²,1 Quarto,,1 Vaga,aluguel
"SHIS QI 23 Conjunto 2, LAGO SUL, BRASILIA",,Aluguel Casa 800 m²,27.000,800 m²,4 Quartos,,4 Vagas,aluguel
"Rua 12, NORTE, AGUAS CLARAS",,Aluguel Loja 650 m²,48.000,650 m²,,,2 Vagas,aluguel
"CLN 215 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 35 m²,1.300,35 m²,,,,aluguel
"SAUS Quadra 01 Bloco N Lote 01, ASA SUL, BRASILIA",,Aluguel Sala 295 m²,25.000,295 m²,,,,aluguel
"SIA Trecho 2, SIA, SETOR INDUSTRIAL",,Aluguel Galpão 2200 m²,70.000,2200 m²,,,20 Vagas,aluguel
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",,Aluguel Casa 105 m²,5.000,105 m²,3 Quartos,,2 Vagas,aluguel
"SGAN 607 Módulo B, ASA NORTE, BRASILIA",,Aluguel Sala 28 m²,1.500,28 m²,,,1 Vaga,aluguel
"SHIS QI 25, LAGO SUL, BRASILIA",,Aluguel Casa 700 m²,38.000,700 m²,4 Quartos,,,aluguel
"QNA 16, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 460 m²,12.000,460 m²,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 642 m²,40.000,642 m²,,,6 Vagas,aluguel
"SMPW Quadra 26, PARK WAY, BRASILIA",,Aluguel Casa 1000 m²,25.000,1000 m²,5 Quartos,,6 Vagas,aluguel
"SIA Trecho 17 Rua 20, SIA, SETOR INDUSTRIAL",,Aluguel Galpão 445 m²,22.000,445 m²,,,,aluguel
"Quadra 102 Conjunto 1, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 60 m²,2.000,60 m²,2 Quartos,,2 Vagas,aluguel
"QNL 17 Conjunto D, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Casa 100 m²,1.500,100 m²,3 Quartos,,,aluguel
"CLN 409 Bloco A, ASA NORTE, BRASILIA",,Aluguel Loja 40 m²,1.200,40 m²,,,,aluguel
"QS 404 Conjunto B, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Loja 100 m²,2.800,100 m²,,,,aluguel
"SIG Quadra 3 Bloco C, SIG, BRASILIA",,Aluguel Sala 78 m²,3.099,78 m²,,,,aluguel
"Rua 5, NORTE, AGUAS CLARAS",,Aluguel Apartamento 35 m²,1.800,35 m²,1 Quarto,,1 Vaga,aluguel
"SCS Quadra 4, ASA SUL, BRASILIA",,Aluguel Loja 180 m²,4.000,180 m²,,,,aluguel
"Setor D Sul, TAGUATINGA SUL, TAGUATINGA",,Aluguel Loja 1260 m²,50.000,1260 m²,,,,aluguel
"QN 104 Conjunto 2, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 43 m²,1.400,43 m²,2 Quartos,,,aluguel
"SHS Quadra 4, ASA SUL, BRASILIA",,Aluguel Loja 580 m²,50.000,580 m²,,,7 Vagas,aluguel
"SHDB QL 32 , LAGO SUL, BRASILIA",,Aluguel Casa Condominio 280 m²,8.000,280 m²,3 Quartos,,2 Vagas,aluguel
"Quadra C 12, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Apartamento 40 m²,700,40 m²,1 Quarto,,,aluguel
"SGAS 905, ASA SUL, BRASILIA",,Aluguel Apartamento 35 m²,1.900,35 m²,1 Quarto,,,aluguel
"Rua 300 Lote 302, SETOR MEIRELES, SANTA MARIA",,Aluguel Apartamento 70 m²,1.550,70 m²,2 Quartos,,1 Vaga,aluguel
"SAUS Quadra 04 Bloco I Lote 3 A, ASA SUL, BRASILIA",,Aluguel Sala 54 m²,2.200,54 m²,,,,aluguel
"Chacará 148/1, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,Aluguel Casa 350 m²,10.000,350 m²,4 Quartos,,4 Vagas,aluguel
"SHLN, ASA NORTE, BRASILIA",,Aluguel Sala 41 m²,989,41 m²,,,,aluguel
"CND 2, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Apartamento 60 m²,2.200,60 m²,3 Quartos,,,aluguel
"SHN Quadra 1 Bloco D, ASA NORTE, BRASILIA",,Aluguel Garagem 12 m²,350,12 m²,,,,aluguel
"Avenida Jacarandá, SUL, AGUAS CLARAS",,Aluguel Loja 129 m²,8.500,129 m²,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 776 m²,38.000,776 m²,,,14 Vagas,aluguel
"SCS Quadra 9, ASA SUL, BRASILIA",,Aluguel Sala 1043 m²,109.603,1043 m²,,,35 Vagas,aluguel
"Rua 36, SUL, AGUAS CLARAS",,Aluguel Hotel Flat 26 m²,2.000,26 m²,1 Quarto,,1 Vaga,aluguel
"SQS 114 Bloco G, ASA SUL, BRASILIA",,Aluguel Apartamento 157 m²,7.800,157 m²,3 Quartos,,1 Vaga,aluguel
"CLS 315, ASA SUL, BRASILIA",,Aluguel Loja 105 m²,5.500,105 m²,,,,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,Aluguel Sala 34 m²,800,34 m²,,,,aluguel
"CLN 308 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 28 m²,750,28 m²,,,,aluguel
"SAAN Quadra 2, SAAN, SETOR INDUSTRIAL",,Aluguel Prédio 900 m²,19.000,900 m²,1 Quarto,,3 Vagas,aluguel
"Terceira Avenida Bloco 1795, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,Aluguel Casa 120 m²,2.400,120 m²,3 Quartos,,1 Vaga,aluguel
"QS 7 Rua 800, AREAL, AGUAS CLARAS",,Aluguel Loja 250 m²,3.600,250 m²,,,,aluguel
"Quadra 502, ITAPOA PARQUE, PARANOA",,Aluguel Apartamento 47 m²,1.100,47 m²,2 Quartos,,1 Vaga,aluguel
"SHLS, ASA SUL, BRASILIA",,Aluguel Sala 26 m²,1.000,26 m²,,,,aluguel
"SMPW Quadra 8 Conjunto 4, PARK WAY, BRASILIA",,Aluguel Casa 807 m²,22.000,807 m²,5 Quartos,,4 Vagas,aluguel
"CLS 310 Bloco C, ASA SUL, BRASILIA",,Aluguel Loja 126 m²,6.200,126 m²,,,,aluguel
"Avenida Pau Brasil, SUL, AGUAS CLARAS",,Aluguel Apartamento 110 m²,2.700,110 m²,3 Quartos,,1 Vaga,aluguel
"QE 40 Área Especial 6A, GUARA II, GUARA",,Aluguel Apartamento 58 m²,2.000,58 m²,2 Quartos,,1 Vaga,aluguel
"QI 3 Conjunto X, GUARA I, GUARA",,Aluguel Casa 85 m²,3.300,85 m²,3 Quartos,,1 Vaga,aluguel
"SCS Quadra 04 Bloco A Lote 169, ASA SUL, BRASILIA",,Aluguel Prédio 430 m²,6.000,430 m²,,,1 Vaga,aluguel
"QNE 18, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Kitnet 20 m²,450,20 m²,1 Quarto,,,aluguel
"SQNW 307 Bloco I, NOROESTE, BRASILIA",,Aluguel Apartamento 84 m²,5.500,84 m²,2 Quartos,,1 Vaga,aluguel
"Condomínio Residencial Monaco, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 230 m²,3.800,230 m²,4 Quartos,,4 Vagas,aluguel
"SIA Trecho 2, SIA, SETOR INDUSTRIAL",,Aluguel Sala 14 m²,900,14 m²,,,,aluguel
"Rua 37, SUL, AGUAS CLARAS",,Aluguel Apartamento 58 m²,2.400,58 m²,2 Quartos,,1 Vaga,aluguel
"SCS Quadra 04 Bloco A Lote 209/217, ASA SUL, BRASILIA",,Aluguel Loja 678 m²,9.000,678 m²,,,,aluguel
"SCS Quadra 07 Bloco A, ASA SUL, BRASILIA",,Aluguel Sala 110 m²,5.000,110 m²,,,,aluguel
"QE 9 Conjunto I, GUARA I, GUARA",,Aluguel Casa 90 m²,3.500,90 m²,3 Quartos,,1 Vaga,aluguel
"SMSE Conjunto 16, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Casa 290 m²,6.900,290 m²,3 Quartos,,4 Vagas,aluguel
"SHTN Trecho 1, ASA NORTE, BRASILIA",,Aluguel Apartamento 37 m²,3.459,37 m²,1 Quarto,,,aluguel
"Condomínio Solar da Serra, JARDIM BOTANICO, BRASILIA",,Aluguel Casa 400 m²,7.000,400 m²,3 Quartos,,2 Vagas,aluguel
"SAAN Quadra 2, SAAN, SETOR INDUSTRIAL",,Aluguel Sala 50 m²,1.300,50 m²,,,,aluguel
"SHIS QI 13, LAGO SUL, BRASILIA",,Aluguel Sala 37 m²,2.950,37 m²,,,,aluguel
"CA 01, LAGO NORTE, BRASILIA",,Aluguel Sala 27 m²,1.000,27 m²,,,,aluguel
"SQNW 307 Bloco I, NOROESTE, BRASILIA",,Aluguel Apartamento 84 m²,6.000,84 m²,2 Quartos,,1 Vaga,aluguel
"SQS 411 Bloco P, ASA SUL, BRASILIA",,Aluguel Apartamento 54 m²,1.850,54 m²,2 Quartos,,,aluguel
"CSB 04 Lote 07, TAGUATINGA SUL, TAGUATINGA",,Aluguel Apartamento 50 m²,2.000,50 m²,2 Quartos,,1 Vaga,aluguel
"QNA 14, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Kitnet 35 m²,1.200,35 m²,1 Quarto,,,aluguel
"Quadra 25 Conjunto A, PARANOA, PARANOA",,Aluguel Prédio 590 m²,12.980,590 m²,,,,aluguel
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,Aluguel Loja 154 m²,29.294,154 m²,,,,aluguel
"CL 116 Bloco K, SANTA MARIA, SANTA MARIA",,Aluguel Loja 250 m²,12.000,250 m²,,,,aluguel
"QR 103 Conjunto 3, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Casa 50 m²,1.100,50 m²,2 Quartos,,1 Vaga,aluguel
"SCN Quadra 4, ASA NORTE, BRASILIA",,Aluguel Sala 385 m²,18.650,385 m²,,,7 Vagas,aluguel
"SIG Quadra 4, SIG, BRASILIA",,Aluguel Sala 42 m²,1.500,42 m²,,,1 Vaga,aluguel
"Condomínio Vivendas Colorado II, GRANDE COLORADO, SOBRADINHO",,Aluguel Casa Condominio 170 m²,4.500,170 m²,2 Quartos,,2 Vagas,aluguel
"QNO 18 Conjunto 27, CEILANDIA NORTE, CEILANDIA",,Aluguel Casa 70 m²,750,70 m²,2 Quartos,,,aluguel
"SHLS, ASA SUL, BRASILIA",,Aluguel Sala 45 m²,1.500,45 m²,,,,aluguel
"Rua 13, NORTE, AGUAS CLARAS",,Aluguel Loja 45 m²,4.000,45 m²,,,,aluguel
"AOS 04/5, OCTOGONAL, BRASILIA",,Aluguel Apartamento 37 m²,1.600,37 m²,1 Quarto,,,aluguel
"CSB 6, TAGUATINGA SUL, TAGUATINGA",,Aluguel Apartamento 65 m²,1.400,65 m²,2 Quartos,,,aluguel
"QE 46 Conjunto O, GUARA II, GUARA",,Aluguel Casa 128 m²,5.150,128 m²,4 Quartos,,2 Vagas,aluguel
"QR 103 Conjunto A, SANTA MARIA, SANTA MARIA",,Aluguel Sala 45 m²,1.500,45 m²,,,,aluguel
"SGAN 915 Módulo G, ASA NORTE, BRASILIA",,Aluguel Sala 32 m²,1.500,32 m²,,,1 Vaga,aluguel
"Condomínio Rural Privê do Lago Sul, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 540 m²,5.800,540 m²,3 Quartos,,4 Vagas,aluguel
"Quadra 5, SETOR INDUSTRIAL, GAMA",,Aluguel Galpão 900 m²,12.000,900 m²,,,,aluguel
"QMSW 5, SUDOESTE, BRASILIA",,Aluguel Kitnet 24 m²,1.500,24 m²,1 Quarto,,,aluguel
"SCS Quadra 1, ASA SUL, BRASILIA",,Aluguel Sala 32 m²,400,32 m²,,,,aluguel
"CSA 1, TAGUATINGA SUL, TAGUATINGA",,Aluguel Apartamento 70 m²,1.300,70 m²,2 Quartos,,,aluguel
"QS 8 Conjunto 610A, AREAL, AGUAS CLARAS",,Aluguel Galpão 420 m²,7.200,420 m²,,,5 Vagas,aluguel
"SPLM Conjunto 3, SETOR PLACA DA MERCEDES, NUCLEO BANDEIRANTE",,Aluguel Apartamento 40 m²,1.450,40 m²,2 Quartos,,1 Vaga,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 385 m²,18.650,385 m²,,,7 Vagas,aluguel
"CLN 208 Bloco B, ASA NORTE, BRASILIA",,Aluguel Loja 32 m²,700,32 m²,,,,aluguel
"SGCV, PARK SUL, BRASILIA",,Aluguel Apartamento 81 m²,5.200,81 m²,2 Quartos,,1 Vaga,aluguel
"Condomínio Estancia Quintas da Alvorada, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 400 m²,15.000,400 m²,4 Quartos,,2 Vagas,aluguel
"Avenida Jacarandá, SUL, AGUAS CLARAS",,Aluguel Apartamento 41 m²,1.600,41 m²,1 Quarto,,1 Vaga,aluguel
"Quadra 204, SUL, AGUAS CLARAS",,Aluguel Garagem 12 m²,250,12 m²,,,,aluguel
"SGCV, PARK SUL, BRASILIA",,Aluguel Apartamento 32 m²,3.600,32 m²,1 Quarto,,1 Vaga,aluguel
"Quadra 2 Bloco F, ASA NORTE, BRASILIA",,Aluguel Sala 32 m²,1.900,32 m²,,,2 Vagas,aluguel
"SMPW Quadra 7, PARK WAY, BRASILIA",,Aluguel Casa Condominio 1180 m²,23.000,1180 m²,7 Quartos,,8 Vagas,aluguel
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,Aluguel Loja 51 m²,9.847,51 m²,,,,aluguel
"SHTN Trecho 1, ASA NORTE, BRASILIA",,Aluguel Loja 40 m²,2.000,40 m²,,,,aluguel
"SHS Quadra 06 Conjunto A Bloco E, ASA SUL, BRASILIA",,Aluguel Sala 33 m²,3.308,33 m²,,,,aluguel
"EQS 514/515, ASA SUL, BRASILIA",,Aluguel Prédio 1500 m²,30.000,1500 m²,,,,aluguel
"SEPS 709/909, ASA SUL, BRASILIA",,Aluguel Sala 32 m²,1.900,32 m²,,,1 Vaga,aluguel
"SIG Quadra 3 Bloco C, SIG, BRASILIA",,Aluguel Loja 400 m²,18.500,400 m²,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 776 m²,42.000,776 m²,,,14 Vagas,aluguel
"CNG 8, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Loja 35 m²,1.300,35 m²,,,,aluguel
"Condomínio Morada de Deus, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 240 m²,5.200,240 m²,3 Quartos,,2 Vagas,aluguel
"SHN Quadra 1, ASA NORTE, BRASILIA",,Aluguel Loja 12 m²,299,12 m²,,,1 Vaga,aluguel
"QS 425 Conjunto D, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Apartamento 35 m²,1.100,35 m²,1 Quarto,,,aluguel
"CLS 311 Bloco B, ASA SUL, BRASILIA",,Aluguel Loja 105 m²,5.900,105 m²,,,,aluguel
"SQN 316 Bloco I, ASA NORTE, BRASILIA",,Aluguel Sala 154 m²,10.500,154 m²,,,,aluguel
"QNP 30 Conjunto V, CEILANDIA SUL, CEILANDIA",,Aluguel Casa 200 m²,1.800,200 m²,2 Quartos,,4 Vagas,aluguel
"CLN 309 Bloco C, ASA NORTE, BRASILIA",,Aluguel Sala 73 m²,1.800,73 m²,,,,aluguel
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 400 m²,14.000,400 m²,4 Quartos,,4 Vagas,aluguel
"CLN 211, ASA NORTE, BRASILIA",,Aluguel Sala 20 m²,850,20 m²,,,,aluguel
"Rua 8, NORTE, AGUAS CLARAS",,Aluguel Loja 63 m²,5.500,63 m²,,,,aluguel
"SCRN 716 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 35 m²,750,35 m²,,,,aluguel
