description,address,property_type,price,size,bedrooms,bathrooms,parking_spaces,contract_type,latitude,longitude
"Quadra 25, OCIDENTAL PARQUE, CIDADE OCIDENTAL",,apartamento,162500.0,50.0,2.0,,1.0,venda,-15.8488218,-47.8025234
"SHCES Quadra 209 Bloco A, NOVO, CRUZEIRO",,apartamento,550000.0,64.0,3.0,,,venda,-15.7955956,-47.9391371
"CSB 05 Lote 08, TAGUATINGA SUL, TAGUATINGA",,apartamento,430000.0,68.0,3.0,,1.0,venda,-15.85181,-48.04185
"Quadra 9, SOBRADINHO, SOBRADINHO",,apartamento,330000.0,100.0,3.0,,,venda,-15.6746899,-47.8271344
"SQN 412, ASA NORTE, BRASILIA",,apartamento,950000.0,75.0,3.0,,,venda,-15.7488881,-47.8828783
"CSE 7, TAGUATINGA SUL, TAGUATINGA",,apartamento,210000.0,57.0,2.0,,,venda,-15.8624742,-48.0425389
"SQN 411 Bloco N, ASA NORTE, BRASILIA",,apartamento,760000.0,95.0,3.0,,,venda,-15.7527182,-47.8814354
"Avenida Centro, VILA SAO JOSE, SAO SEBASTIAO",,kitnet,400000.0,60.0,1.0,,,venda,-15.6602602,-48.1964785
"Quadra QC 01 Conjunto A, CIDADE JARDINS, VALPARAISO DE GOIAS",,apartamento,45000.0,42.0,2.0,,1.0,venda,-16.0519202,-47.9788442
"QE 1 Bloco G, GUARA I, GUARA",,apartamento,320000.0,36.0,1.0,,1.0,venda,-15.8129776,-47.9782803
"Quadra QC 06, PARQUE DAS FLORES, VALPARAISO DE GOIAS",,apartamento,260000.0,44.0,2.0,,1.0,venda,-16.0519481,-47.9786736
"QNL 17 Bloco D, TAGUATINGA NORTE, TAGUATINGA",,apartamento,219000.0,83.0,2.0,,2.0,venda,-15.8203857,-48.087445
"SCRN 708/709 Bloco F, ASA NORTE, BRASILIA",,apartamento,615000.0,74.0,2.0,,,venda,-15.7643155,-47.8931891
"Quadra 5, MANSOES RECREIO MOSSORO, CIDADE OCIDENTAL",,apartamento,26000.0,56.0,2.0,,1.0,venda,-16.099416,-47.94628669999999
"Chacará 149, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,apartamento,450000.0,75.0,3.0,,1.0,venda,-15.8181371,-48.03782280000001
"QNL 23 Bloco B, TAGUATINGA NORTE, TAGUATINGA",,apartamento,235000.0,58.0,2.0,,2.0,venda,-15.8125112,-48.0919444
"QI 10, GUARA I, GUARA",,apartamento,2300.0,600.0,12.0,,,venda,-15.8164377,-47.9898761
"QA 17, MANSOES OLINDA, AGUAS LINDAS DE GOIAS",,apartamento,160000.0,46.0,2.0,,1.0,venda,-15.7305148,-48.2779307
"CLN 409, ASA NORTE, BRASILIA",,kitnet,200000.0,38.0,1.0,,,venda,-15.7599133,-47.8805612
"SHCES Quadra 1505 Bloco A, NOVO, CRUZEIRO",,apartamento,545000.0,62.0,3.0,,,venda,-15.7959622,-47.9345716
"SQ 13 Quadra 1, CENTRO, CIDADE OCIDENTAL",,kitnet,399900.0,360.0,10.0,,8.0,venda,-15.7911691,-47.8796289
"Rua 600 Lote 601, SETOR MEIRELES, SANTA MARIA",,apartamento,249000.0,81.0,3.0,,1.0,venda,-16.0305049,-47.9860932
"Quadra QC 05 Bloco 01, PARQUE DAS FLORES, VALPARAISO DE GOIAS",,apartamento,52000.0,43.0,2.0,,1.0,venda,-16.0519252,-47.9800439
"QNL 23 Bloco C, TAGUATINGA NORTE, TAGUATINGA",,apartamento,239999.0,67.0,2.0,,1.0,venda,-15.8121268,-48.089588
"SGAN 906, ASA NORTE, BRASILIA",,kitnet,290000.0,27.0,1.0,,1.0,venda,-15.7714414,-47.8940017
"ADE Conjunto 09, ADE, AGUAS CLARAS",,apartamento,94000.0,38.0,1.0,,,venda,-15.8765035,-48.0001222
"QI 9, GUARA I, GUARA",,apartamento,400000.0,72.0,2.0,,1.0,venda,-15.8201477,-47.9773203
"Quadra Quadra 17, PARQUE ESPLANADA III, VALPARAISO DE GOIAS",,apartamento,140000.0,46.0,2.0,,1.0,venda,-16.0812343,-47.9760366
"QS 318 Conjunto 6, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,155000.0,32.0,1.0,,1.0,venda,-15.8752168,-48.0613279
"QN 406, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,330000.0,75.0,2.0,,,venda,-15.8602347,-48.0841084
"CSA 02 Lote 04, TAGUATINGA SUL, TAGUATINGA",,apartamento,329000.0,68.0,3.0,,1.0,venda,-15.8098397,-48.0640462
"Conjunto Residencial CR 11 Conjunto 1, PARQUE DAS CACHOEIRAS, VALPARAISO DE GOIAS",,apartamento,180372.0,50.0,2.0,,1.0,venda,-16.0753495,-47.9860535
"SHCES Quadra 1603, NOVO, CRUZEIRO",,apartamento,443800.0,52.0,2.0,,,venda,-15.7966828,-47.9342536
"QS 318 Conjunto 6, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,230000.0,50.0,1.0,,1.0,venda,-15.8752168,-48.0613279
"Rua 3 Chacará 44, VICENTE PIRES, VICENTE PIRES",,apartamento,2000.0,634.0,7.0,,7.0,venda,-15.80216,-48.01182
"SCRN 714/715 Bloco C, ASA NORTE, BRASILIA",,apartamento,280000.0,27.0,1.0,,,venda,-15.745535,-47.8984467
"Conjunto Residencial CR 11 Conjunto 1, PARQUE DAS CACHOEIRAS, VALPARAISO DE GOIAS",,apartamento,169819.0,42.0,2.0,,1.0,venda,-16.0753495,-47.9860535
"SQS 311 Bloco D, ASA SUL, BRASILIA",,apartamento,1400.0,108.0,3.0,,1.0,venda,-15.8200835,-47.914166
"Rua MARAJUARA, CHACARAS YPIRANGA, VALPARAISO DE GOIAS",,apartamento,160000.0,52.0,2.0,,1.0,venda,-16.057926,-47.966618
"Rua SAIA VELHA, CHACARAS YPIRANGA, VALPARAISO DE GOIAS",,apartamento,120000.0,53.0,2.0,,1.0,venda,-16.0604527,-47.9723518
"QRSW 7 Bloco A 6, SUDOESTE, BRASILIA",,apartamento,600000.0,60.0,1.0,,,venda,-15.7855822,-47.9273044
"Quadra Quadra 05, VALPARAISO I ETAPA E, VALPARAISO DE GOIAS",,apartamento,650000.0,360.0,3.0,,3.0,venda,-16.0726075,-47.9838946
"Quadra 2 Conjunto B 4 Bloco C, SOBRADINHO, SOBRADINHO",,apartamento,614000.0,76.0,2.0,,2.0,venda,-15.7079472,-47.9133088
"AOS 05 Bloco B, OCTOGONAL, BRASILIA",,apartamento,1480.0,124.0,4.0,,1.0,venda,-15.8082443,-47.9384498
"SCLRN 712 Bloco G, ASA NORTE, BRASILIA",,apartamento,270000.0,34.0,2.0,,,venda,-15.7518956,-47.8950671
"QN 502 Conjunto 9, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,290000.0,60.0,3.0,,,venda,-15.883201,-48.0831138
"Rua 01, JARDIM IPANEMA, VALPARAISO DE GOIAS",,apartamento,50000.0,57.0,2.0,,1.0,venda,-16.0873919,-47.987275
"CNG 9, TAGUATINGA NORTE, TAGUATINGA",,apartamento,263900.0,67.0,2.0,,,venda,-15.7983759,-48.0638349
"QS 410, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,260000.0,49.0,2.0,,1.0,venda,-15.8616831,-48.0769094
"QI 10 Bloco B, GUARA I, GUARA",,apartamento,150000.0,30.0,1.0,,,venda,-15.817936,-47.9904272
"Quadra 2 Conjunto D 15, SOBRADINHO, SOBRADINHO",,apartamento,330000.0,60.0,2.0,,,venda,-15.7079472,-47.9133088
"QE 2 Bloco P Área Especial SRIA, GUARA I, GUARA",,apartamento,3000.0,205.0,4.0,,3.0,venda,-15.8137396,-47.9838045
"Colônia Agrícola Bernardo Sayão Chacará 10A, GUARA II, GUARA",,apartamento,195000.0,48.0,2.0,,,venda,-15.848175,-47.9830484
"SQS 413 Bloco D, ASA SUL, BRASILIA",,apartamento,750000.0,65.0,2.0,,,venda,-15.8327704,-47.9125653
"QR 106 Conjunto 15 A, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,354000.0,58.0,2.0,,1.0,venda,-15.8739822,-48.0803624
"QN 8F Conjunto 2, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,98000.0,55.0,2.0,,,venda,-15.9008114,-48.0423842
"QBR 1 Bloco F, RESIDENCIAL SANTOS DUMONT, SANTA MARIA",,apartamento,215000.0,60.0,2.0,,,venda,-15.8072431,-47.9382101
"Quadra 1 Área Especial 1, PARANOA, PARANOA",,apartamento,130000.0,52.0,2.0,,1.0,venda,-15.818646,-48.06259679999999
"CLN 408 Bloco A, ASA NORTE, BRASILIA",,kitnet,250000.0,20.0,1.0,,,venda,-15.7596236,-47.8790548
"QC 04 Rossi Parque Nova Cidade II, CIDADE JARDINS, VALPARAISO DE GOIAS",,apartamento,140000.0,81.0,2.0,,1.0,venda,-16.0557362,-47.97386969999999
"Rua 10, PARQUE SAO BERNARDO, VALPARAISO DE GOIAS",,apartamento,100000.0,57.0,2.0,,1.0,venda,-16.0555197,-47.9843025
"Quadra 17 COMERCIO LOCAL 10, SOBRADINHO, SOBRADINHO",,apartamento,300000.0,110.0,2.0,,,venda,-15.7588601,-47.8877399
"EPTG QE 2 Lote 1, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,apartamento,410000.0,47.0,2.0,,2.0,venda,-15.8073279,-47.9867701
"Rua Açaí, SUL, AGUAS CLARAS",,apartamento,585000.0,54.0,2.0,,1.0,venda,-15.8422574,-48.0313824
"SQS 107 Bloco E, ASA SUL, BRASILIA",,apartamento,1350.0,120.0,3.0,,,venda,-15.8156376,-47.9009211
"Quadra Quadra 38, PARQUE ESPLANADA III, VALPARAISO DE GOIAS",,apartamento,300000.0,87.0,3.0,,1.0,venda,-16.0737087,-47.9738816
"SCLRN 715 Bloco G, ASA NORTE, BRASILIA",,apartamento,250000.0,41.0,1.0,,,venda,-15.7419639,-47.8987129
"QR 502, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,564000.0,112.0,3.0,,1.0,venda,-15.8853257,-48.0816376
"SQN 316 Bloco D, ASA NORTE, BRASILIA",,apartamento,700000.0,52.0,2.0,,,venda,-15.7400544,-47.895688
"Conjunto Residencial 3 PARQUE DOS SONHOS, PARQUE DAS CACHOEIRAS, VALPARAISO DE GOIAS",,apartamento,170000.0,55.0,2.0,,1.0,venda,-16.0783036,-47.9912535
"QE 5 Conjunto G, GUARA I, GUARA",,apartamento,480000.0,33.0,1.0,,1.0,venda,-15.8168003,-47.9728262
"QR 410 Conjunto 15 A, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,240000.0,58.0,2.0,,1.0,venda,-15.8600943,-48.0790308
"EPTG QE 1, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,apartamento,239000.0,28.0,1.0,,2.0,venda,-15.8089012,-47.9866335
"SETOR DE MANSOES DE SOBRADINHO, SETOR DE MANSOES DE SOBRADINHO, SOBRADINHO",,apartamento,135000.0,45.0,2.0,,,venda,-15.6516978,-47.7575502
"QR 603 Conjunto 6, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,139000.0,55.0,2.0,,,venda,-15.865316,-48.0985826
"Quadra 4 Conjunto 3, SETOR LESTE, VILA ESTRUTURAL",,apartamento,540000.0,33.0,4.0,,,venda,-15.7809576,-48.0003393
"Rua das Américas Quadra 107, NORTE, AGUAS CLARAS",,apartamento,450000.0,44.0,2.0,,1.0,venda,-15.8306973,-48.0338706
"Quadra 01, RESIDENCIAL FLORAIS DO PLANALTO, VALPARAISO DE GOIAS",,apartamento,208000.0,44.0,2.0,,1.0,venda,-16.0839595,-47.9698402
"QMS 12, SETOR DE MANSOES DE SOBRADINHO, SOBRADINHO",,apartamento,190000.0,52.0,2.0,,2.0,venda,-15.6286492,-47.8374919
"Quadra A, GRANJA DO TORTO, BRASILIA",,apartamento,500000.0,120.0,4.0,,,venda,-15.7080557,-47.914336
"QMSW 4 Lote 9, SUDOESTE, BRASILIA",,kitnet,330000.0,27.0,1.0,,1.0,venda,-15.7900041,-47.9187598
"SQN 211 Bloco B, ASA NORTE, BRASILIA",,apartamento,1450.0,95.0,3.0,,,venda,-15.753019,-47.8839885
"QS 16 Conjunto 1C, RIACHO FUNDO, RIACHO FUNDO",,apartamento,155000.0,55.0,2.0,,,venda,-15.8889862,-48.0134948
"SIG Conjunto B, TAGUATINGA NORTE, TAGUATINGA",,apartamento,1650.0,300.0,8.0,,8.0,venda,-15.8016557,-48.0586873
"Agrícola Águas Claras Chacará 06, GUARA I, GUARA",,apartamento,148000.0,52.0,2.0,,,venda,-15.8551352,-48.0300225
"QN 502 Conjunto 9, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,560000.0,112.0,3.0,,1.0,venda,-15.883201,-48.0831138
"QS 12 Conjunto 5B, RIACHO FUNDO, RIACHO FUNDO",,kitnet,115000.0,25.0,1.0,,,venda,-15.8878646,-48.017356
"QS 12 Conjunto 5B, RIACHO FUNDO, RIACHO FUNDO",,apartamento,170000.0,36.0,2.0,,,venda,-15.8878646,-48.017356
"QI 25 Lote 2, GUARA II, GUARA",,apartamento,550000.0,57.0,2.0,,1.0,venda,-15.8332467,-47.9794116
"SQS 402 Bloco A, ASA SUL, BRASILIA",,apartamento,700000.0,70.0,2.0,,,venda,-15.8066946,-47.8841927
"QNL 5 Bloco A, TAGUATINGA NORTE, TAGUATINGA",,apartamento,275000.0,74.0,2.0,,2.0,venda,-15.8229637,-48.0806863
"Quadra 05, RESIDENCIAL RESERVA PARAISO, VALPARAISO DE GOIAS",,apartamento,445000.0,105.0,3.0,,2.0,venda,-16.115748,-47.9693799
"SQN 309 Bloco A, ASA NORTE, BRASILIA",,apartamento,1190.0,75.0,2.0,,1.0,venda,-15.7618689,-47.8904068
"EQNM 38/40 Área Especial S/N, TAGUATINGA NORTE, TAGUATINGA",,apartamento,167000.0,50.0,2.0,,,venda,-15.8075348,-48.0851517
"SQSW 101 Bloco J, SUDOESTE, BRASILIA",,apartamento,1100.0,82.0,3.0,,1.0,venda,-15.7988796,-47.9195467
"QR 116, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,280000.0,51.0,2.0,,1.0,venda,-15.8692045,-48.0669654
"Area Rural de ValparaIso de Goias, ZONA RURAL, VALPARAISO DE GOIAS",,apartamento,187990.0,42.0,1.0,,1.0,venda,-16.0753576,-47.9860661
"CLN 7 Bloco A, RIACHO FUNDO, RIACHO FUNDO",,apartamento,170000.0,37.0,1.0,,,venda,-15.8830373,-48.0175724
"Quadra 302 Conjunto 13, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,951000.0,118.0,4.0,,3.0,venda,-15.8797462,-48.0855132
"SQN 316 Bloco F, ASA NORTE, BRASILIA",,apartamento,1520.0,129.0,3.0,,1.0,venda,-15.7387518,-47.8975319
"QNO 12 Área Especial D, CEILANDIA NORTE, CEILANDIA",,apartamento,249000.0,40.0,2.0,,,venda,-15.820354,-48.1229297
"QI 31 Lote 09, GUARA II, GUARA",,apartamento,579000.0,74.0,3.0,,1.0,venda,-15.841144,-47.97516239999999
"QR 406 Conjunto 9 A, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,250000.0,52.0,2.0,,1.0,venda,-15.8639621,-48.0839887
"QN 16 Conjunto 5, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,130000.0,50.0,2.0,,,venda,-16.050722,-47.9680389
"QNO 13 Conjunto B, CEILANDIA NORTE, CEILANDIA",,apartamento,258000.0,46.0,2.0,,,venda,-15.7927846,-48.1281066
"QI 2 Bloco O, GUARA I, GUARA",,apartamento,450000.0,83.0,4.0,,1.0,venda,-15.818647,-47.9782555
"SAFS Quadra, ZONA CIVICO ADMINISTRATIVA, BRASILIA",,apartamento,11329.0,548.0,4.0,,6.0,venda,-15.7843468,-47.9132763
"SCRN 716 Bloco G, ASA NORTE, BRASILIA",,apartamento,260000.0,31.0,1.0,,,venda,-15.738662,-47.9012182
"Rua SAIA VELHA, CHACARAS YPIRANGA, VALPARAISO DE GOIAS",,apartamento,130000.0,50.0,2.0,,,venda,-16.0604527,-47.9723518
"Rua 500 Lote 502, SETOR MEIRELES, SANTA MARIA",,apartamento,165000.0,45.0,2.0,,1.0,venda,-16.03206,-47.9876706
"QI 5 Conjunto B, GUARA I, GUARA",,apartamento,399999.0,29.0,1.0,,1.0,venda,-15.8185625,-47.976537
"QNL 5 Bloco B, TAGUATINGA NORTE, TAGUATINGA",,apartamento,315000.0,98.0,3.0,,1.0,venda,-15.8016557,-48.0586873
"QNQ 4 Conjunto 5, CEILANDIA NORTE, CEILANDIA",,apartamento,355976.0,55.0,2.0,,1.0,venda,-15.8070202,-48.1435978
"Agrícola Canegae, RIACHO FUNDO, RIACHO FUNDO",,apartamento,150000.0,65.0,2.0,,1.0,venda,-15.8858211,-48.0026828
"QNL 19 Bloco B, TAGUATINGA NORTE, TAGUATINGA",,apartamento,210000.0,64.0,2.0,,1.0,venda,-15.8180828,-48.0894743
"QI 20, GUARA I, GUARA",,apartamento,298000.0,50.0,2.0,,,venda,-15.8215181,-47.9835424
"SQS 415 Bloco C, ASA SUL, BRASILIA",,apartamento,530000.0,53.0,2.0,,,venda,-15.835652,-47.9195043
"SQN 106 Bloco K, ASA NORTE, BRASILIA",,apartamento,1750.0,182.0,4.0,,1.0,venda,-15.7687086,-47.8834225
"SQN 314 Bloco F, ASA NORTE, BRASILIA",,apartamento,1400.0,127.0,3.0,,1.0,venda,-15.7460603,-47.8945095
"Quadra 23, PARQUE NOVA FRIBURGO B, CIDADE OCIDENTAL",,apartamento,160000.0,49.0,2.0,,1.0,venda,-16.1047819,-47.9403742
"QS 110, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,310000.0,44.0,2.0,,1.0,venda,-15.8730415,-48.0741112
"Módulo 1, CONDOMINIO MESTRE DARMAS, PLANALTINA",,apartamento,217000.0,45.0,2.0,,,venda,-15.6408644,-47.8482087
"SCRN 708/709 Bloco D, ASA NORTE, BRASILIA",,apartamento,404993.0,29.0,1.0,,1.0,venda,-15.7643155,-47.8931891
"QMS 27, SETOR DE MANSOES DE SOBRADINHO, SOBRADINHO",,apartamento,200000.0,70.0,2.0,,,venda,-15.6317779,-47.8365242
"QE 2, GUARA I, GUARA",,apartamento,370000.0,55.0,2.0,,2.0,venda,-15.8132682,-47.9802
"SQS 303 Bloco H, ASA SUL, BRASILIA",,apartamento,1420.0,110.0,3.0,,1.0,venda,-15.8031716,-47.8947614
"SQSW 105 Bloco C, SUDOESTE, BRASILIA",,apartamento,1799.0,147.0,4.0,,2.0,venda,-15.8050268,-47.9312563
"SHCES Quadra 1505, NOVO, CRUZEIRO",,apartamento,479000.0,62.0,3.0,,2.0,venda,-15.7951138,-47.9344379
"SCRN 710/711 Bloco H, ASA NORTE, BRASILIA",,apartamento,268000.0,32.0,1.0,,,venda,-15.7578124,-47.8941833
"Quadra 201 Conjunto 2, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,721029.0,152.0,3.0,,2.0,venda,-15.903042,-48.0573093
"SHA Conjunto 4 Chacará 53C, ARNIQUEIRA, AGUAS CLARAS",,apartamento,950000.0,270.0,3.0,,2.0,venda,-15.8550502,-48.0298937
"Rua 14, PARQUE ESPLANADA II, VALPARAISO DE GOIAS",,apartamento,195000.0,65.0,2.0,,1.0,venda,-16.0610463,-47.9816225
"QS 5 Rua 410, AREAL, AGUAS CLARAS",,apartamento,275000.0,46.0,2.0,,1.0,venda,-15.855327,-48.0357156
"QNL 19 Bloco A, TAGUATINGA NORTE, TAGUATINGA",,apartamento,220000.0,63.0,2.0,,1.0,venda,-15.8016557,-48.0586873
"Quadra 9, SETOR SUL, GAMA",,apartamento,180000.0,52.0,2.0,,1.0,venda,-16.0294552,-48.0729113
"Quadra 35, VILA SAO JOSE, SAO SEBASTIAO",,kitnet,250000.0,160.0,1.0,,,venda,-15.6602602,-48.1964785
"Quadra 2 Conjunto 1 Lote 1, PARANOA, PARANOA",,apartamento,150000.0,92.0,2.0,,,venda,-15.7079472,-47.9133088
"QS 112 Conjunto 3, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,320000.0,45.0,2.0,,1.0,venda,-15.871953,-48.070436
"Quadra 31, PARQUE NAPOLIS A, CIDADE OCIDENTAL",,apartamento,140000.0,50.0,2.0,,1.0,venda,-16.0694856,-47.9754811
"QR 103, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,315000.0,50.0,2.0,,1.0,venda,-15.8791027,-48.0940559
"Chacará 110, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,apartamento,130000.0,30.0,1.0,,,venda,-15.8081665,-48.0540598
"SQSW 500 Bloco V, SUDOESTE, BRASILIA",,apartamento,5800.0,210.0,4.0,,4.0,venda,-15.7856059,-47.920991
"QSD 14, TAGUATINGA SUL, TAGUATINGA",,apartamento,143000.0,40.0,2.0,,,venda,-15.8474752,-48.0503265
"SHIS QI 21 Conjunto 4, LAGO SUL, BRASILIA",,apartamento,5450.0,450.0,4.0,,4.0,venda,-15.8545833,-47.8543365
"QE 40 Conjunto E, GUARA II, GUARA",,apartamento,145000.0,45.0,2.0,,,venda,-15.8420401,-47.9854955
"Rua 5 Chacará 96, VICENTE PIRES, VICENTE PIRES",,apartamento,990000.0,189.0,3.0,,2.0,venda,-15.7893994,-48.0155803
"SHCES Quadra 609, NOVO, CRUZEIRO",,apartamento,545000.0,64.0,3.0,,,venda,-15.7955956,-47.9391371
"Rodovia DF 150, SETOR HABITACIONAL CONTAGEM, SOBRADINHO",,apartamento,95000.0,32.0,1.0,,,venda,-15.6360652,-47.8543631
"SQS 413 Bloco I, ASA SUL, BRASILIA",,apartamento,860000.0,90.0,4.0,,,venda,-15.8319888,-47.9133408
"QS 12, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,186550.0,49.0,2.0,,1.0,venda,-15.9411769,-48.03599639999999
"SQN 215 Bloco E, ASA NORTE, BRASILIA",,apartamento,2000.0,129.0,3.0,,2.0,venda,-15.7399264,-47.8887918
"Módulo 1, ESTANCIA MESTRE DARMAS V, PLANALTINA",,apartamento,65000.0,65.0,2.0,,1.0,venda,-15.6127306,-47.683349
"EPTG QE 2 Bloco B 3, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,apartamento,275000.0,60.0,2.0,,1.0,venda,-15.809871,-47.9893988
"Quadra 55 Lote 19, SETOR CENTRAL, GAMA",,apartamento,180000.0,44.0,2.0,,1.0,venda,-16.0162878,-48.0625642
"Rua 21, PARQUE ESPLANADA II, VALPARAISO DE GOIAS",,apartamento,125000.0,50.0,2.0,,1.0,venda,-16.0603131,-47.9770031
"Rua MINAS GERAIS, CHACARAS ANHANGUERA, VALPARAISO DE GOIAS",,apartamento,105000.0,45.0,2.0,,,venda,-15.826691,-47.92182039999999
"SQS 413 Bloco I, ASA SUL, BRASILIA",,apartamento,850000.0,90.0,3.0,,,venda,-15.8319888,-47.9133408
"QNM 33 Área Especial C, CEILANDIA SUL, CEILANDIA",,apartamento,355000.0,58.0,2.0,,,venda,-15.8320221,-48.090655
"QNL 3 Bloco C, TAGUATINGA NORTE, TAGUATINGA",,apartamento,300000.0,95.0,3.0,,1.0,venda,-15.8016557,-48.0586873
"QN 407 Conjunto B, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,270000.0,41.0,2.0,,,venda,-15.8732155,-48.1028372
"EQ 55/56, SETOR CENTRAL, GAMA",,apartamento,185000.0,50.0,2.0,,1.0,venda,-16.0143961,-48.0633175
"Condomínio Petropolis, SOBRADINHO, SOBRADINHO",,kitnet,69999.0,25.0,1.0,,,venda,-15.6511311,-47.8414794
"QS 19 Conjunto 1, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,198000.0,50.0,3.0,,1.0,venda,-15.8983654,-48.0472348
"QN 5C, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,229000.0,66.0,3.0,,1.0,venda,-15.9020415,-48.0515937
"Rua 16, GUARA II, GUARA",,apartamento,217000.0,58.0,2.0,,,venda,-15.8359059,-47.9792314
"Rua LUCENA, JARDIM DO INGA, LUZIANIA",,apartamento,164000.0,66.0,3.0,,1.0,venda,-15.826691,-47.92182039999999
"SCRN 712/713 Bloco E, ASA NORTE, BRASILIA",,apartamento,200000.0,32.0,1.0,,,venda,-15.7515648,-47.8975068
"Quadra 55 Lote 07, SETOR CENTRAL, GAMA",,apartamento,255000.0,59.0,2.0,,1.0,venda,-16.0162878,-48.0625642
"QNG 42, TAGUATINGA NORTE, TAGUATINGA",,apartamento,1800.0,500.0,8.0,,8.0,venda,-15.8026248,-48.0745734
"Chacará 143, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,apartamento,420000.0,80.0,2.0,,1.0,venda,-15.8275606,-48.0480658
"QN 3 Conjunto 7, RIACHO FUNDO, RIACHO FUNDO",,apartamento,439900.0,73.0,3.0,,1.0,venda,-15.8793496,-48.0130152
"QS 414 Conjunto C, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,260000.0,80.0,2.0,,1.0,venda,-15.8592597,-48.0702245
"Rua JK, PARQUE SANTA RITA DE CASSIA, VALPARAISO DE GOIAS",,apartamento,230000.0,69.0,3.0,,1.0,venda,-16.1711036,-47.9225917
"Quadra 302 Conjunto 5, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,195000.0,31.0,1.0,,,venda,-15.7081513,-47.9146952
"CNB 12 Lote 21, TAGUATINGA NORTE, TAGUATINGA",,apartamento,450000.0,68.0,2.0,,1.0,venda,-15.8030328,-48.06297130000001
"SQN 114 Bloco C, ASA NORTE, BRASILIA",,apartamento,2800.0,129.0,3.0,,2.0,venda,-15.7447737,-47.8927748
"Rua 20, PACAEMBU, VALPARAISO DE GOIAS",,apartamento,120000.0,53.0,2.0,,1.0,venda,-15.826691,-47.92182039999999
"AVENIDA JULIO MEIRELES, DIOGO MACHADO DE ARAUJO, LUZIANIA",,apartamento,435000.0,75.0,3.0,,2.0,venda,-16.2528275,-47.9606744
"QN 16 Conjunto 5, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,120000.0,50.0,2.0,,,venda,-16.050722,-47.9680389
"Quadra 6, MANSOES RECREIO MOSSORO, CIDADE OCIDENTAL",,apartamento,195800.0,61.0,2.0,,1.0,venda,-16.099416,-47.94628669999999
"QSD 1, TAGUATINGA SUL, TAGUATINGA",,apartamento,280000.0,50.0,2.0,,1.0,venda,-15.85181,-48.04185
"QE 5 Conjunto D, GUARA I, GUARA",,apartamento,385000.0,34.0,1.0,,1.0,venda,-15.8168003,-47.9728262
"SQNW 309 Bloco K, NOROESTE, BRASILIA",,apartamento,1790.0,155.0,3.0,,2.0,venda,-15.7479787,-47.9130941
"EQNM 40/42 Bloco C, TAGUATINGA NORTE, TAGUATINGA",,apartamento,360000.0,150.0,2.0,,,venda,-15.7958599,-48.1092501
"SQNW 111 Bloco C, NOROESTE, BRASILIA",,apartamento,7800.0,522.0,4.0,,5.0,venda,-15.7418308,-47.9099791
"QS 31 Bloco B, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,225000.0,62.0,3.0,,1.0,venda,-15.9629793,-48.0215453
"SQNW 302 Bloco H, NOROESTE, BRASILIA",,apartamento,1330.0,69.0,2.0,,1.0,venda,-15.7669795,-47.9113461
"Rua JERIVA, SUL, AGUAS CLARAS",,apartamento,235000.0,38.0,1.0,,,venda,-15.8445055,-48.0318074
"QN 1 Conjunto 25, RIACHO FUNDO, RIACHO FUNDO",,apartamento,190000.0,54.0,2.0,,,venda,-15.8788032,-48.0024215
"Rodovia BR 020, SOBRADINHO, SOBRADINHO",,apartamento,1066.0,132.0,3.0,,2.0,venda,-15.6467509,-47.7668773
"Quadra 8 Conjunto 2, VICENTE PIRES, VICENTE PIRES",,apartamento,205000.0,35.0,1.0,,,venda,-15.7085509,-47.9146292
